24/03/2018 10:17:11 | SyncInvokesetFromWebPart | 01312101710914

24/03/2018 10:17:13 | Callback | localhost1818

24/03/2018 10:17:13 | RenderReport | loadData

24/03/2018 10:17:13 | RenderReport | 01312101710914

24/03/2018 10:17:13 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

24/03/2018 10:17:13 | SyncInvokeGetCsPrintFromWebPart | 01312101710914

24/03/2018 10:17:13 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

24/03/2018 10:17:14 | LoadData | 01312101710914

24/03/2018 10:17:14 | LoadData | données trouve

24/03/2018 10:17:14 | LoadData | Parametre non trouvé

24/03/2018 10:17:14 | data | data trouve

24/03/2018 10:17:14 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

24/03/2018 10:17:14 | CreatePDFChemin | Add DataSources ok

24/03/2018 10:17:14 | RunCreationPDF | \\PC\Impression

24/03/2018 10:59:06 | SyncInvokesetFromWebPart | 0131210596595

24/03/2018 10:59:10 | Callback | localhost1818

24/03/2018 10:59:10 | RenderReport | loadData

24/03/2018 10:59:10 | RenderReport | 0131210596595

24/03/2018 10:59:10 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

24/03/2018 10:59:10 | SyncInvokeGetCsPrintFromWebPart | 0131210596595

24/03/2018 10:59:10 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

24/03/2018 10:59:10 | LoadData | 0131210596595

24/03/2018 10:59:11 | LoadData | données trouve

24/03/2018 10:59:11 | LoadData | Parametre non trouvé

24/03/2018 10:59:11 | data | data trouve

24/03/2018 10:59:11 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

24/03/2018 10:59:11 | CreatePDFChemin | Add DataSources ok

24/03/2018 10:59:11 | RunCreationPDF | \\PC\Impression

24/03/2018 14:23:41 | SyncInvokesetFromWebPart | 01207142341698

24/03/2018 14:23:45 | Callback | localhost1818

24/03/2018 14:23:45 | RenderReport | loadData

24/03/2018 14:23:45 | RenderReport | loadData

24/03/2018 14:23:45 | RenderReport | 01207142341698

24/03/2018 14:23:45 | RenderReport | 01207142340224

24/03/2018 14:23:45 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

24/03/2018 14:23:45 | SyncInvokeGetCsPrintFromWebPart | 01207142341698

24/03/2018 14:23:45 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

24/03/2018 14:23:45 | LoadData | 01207142341698

24/03/2018 14:23:45 | LoadData | 01207142340224

24/03/2018 14:23:45 | LoadData | données trouve

24/03/2018 14:23:45 | LoadData | données trouve

24/03/2018 14:23:45 | LoadData | Parametre trouvé

24/03/2018 14:23:45 | data | data trouve

24/03/2018 14:23:45 | data | data trouve

24/03/2018 14:23:46 | CreatePDFChemin | ~/Reports/Caisse/RecuDecaissement.rdlc | Chemin du fichier rdlc

24/03/2018 14:23:48 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

24/03/2018 14:23:48 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

24/03/2018 14:23:48 | CreatePDFChemin | Add DataSources ok

24/03/2018 14:23:48 | CreatePDFChemin | Add DataSources ok

24/03/2018 14:23:48 | RunCreationPDF | \\PC\Impression

24/03/2018 14:23:48 | RunCreationPDF | \\PC\Impression

