13/09/2018 11:40:14 | SyncInvokesetFromWebPart | 11111114013935

13/09/2018 11:40:15 | Callback | localhost1818

13/09/2018 11:40:16 | RenderReport | loadData

13/09/2018 11:40:16 | RenderReport | 11111114013935

13/09/2018 11:40:16 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 11:40:16 | SyncInvokeGetCsPrintFromWebPart | 11111114013935

13/09/2018 11:40:16 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 11:40:16 | LoadData | 11111114013935

13/09/2018 11:40:16 | LoadData | données trouve

13/09/2018 11:40:16 | LoadData | Parametre non trouvé

13/09/2018 11:40:16 | data | data trouve

13/09/2018 11:40:16 | CreatePDFChemin | ~/Reports/Accueil/CreationClient.rdlc | Chemin du fichier rdlc

13/09/2018 11:40:16 | CreatePDFChemin | Add DataSources ok

13/09/2018 11:40:16 | RunCreationPDF | \\PC\Impression

13/09/2018 14:27:36 | SyncInvokesetFromWebPart | 02527142736179

13/09/2018 14:27:37 | Callback | localhost1818

13/09/2018 14:27:37 | RenderReport | loadData

13/09/2018 14:27:37 | RenderReport | 02527142736179

13/09/2018 14:27:37 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 14:27:37 | SyncInvokeGetCsPrintFromWebPart | 02527142736179

13/09/2018 14:27:37 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 14:27:37 | LoadData | 02527142736179

13/09/2018 14:27:37 | LoadData | données trouve

13/09/2018 14:27:37 | LoadData | Parametre trouvé

13/09/2018 14:27:37 | data | data trouve data count: 59

13/09/2018 14:27:38 | Page_Load | RenderReport retour ok

13/09/2018 14:27:38 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac1392018142738|pdf

13/09/2018 14:27:39 | Page_Load | ICI3

13/09/2018 14:43:49 | SyncInvokesetFromWebPart | 02527144349212

13/09/2018 14:43:49 | Callback | localhost1818

13/09/2018 14:43:49 | RenderReport | loadData

13/09/2018 14:43:49 | RenderReport | 02527144349212

13/09/2018 14:43:49 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 14:43:49 | SyncInvokeGetCsPrintFromWebPart | 02527144349212

13/09/2018 14:43:49 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 14:43:49 | LoadData | 02527144349212

13/09/2018 14:43:49 | LoadData | données trouve

13/09/2018 14:43:49 | LoadData | Parametre trouvé

13/09/2018 14:43:49 | data | data trouve data count: 59

13/09/2018 14:43:49 | Page_Load | RenderReport retour ok

13/09/2018 14:43:49 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac1392018144349|xlsx

13/09/2018 14:43:49 | RunExportFile | Générer byte

13/09/2018 14:43:50 | RunExportFile | Initialiser le filsStream

13/09/2018 14:43:50 | RunExportFile | Création du fichier

13/09/2018 14:43:50 | Page_Load | ICI3

13/09/2018 14:43:54 | SyncInvokesetFromWebPart | 02527144354695

13/09/2018 14:43:54 | Callback | localhost1818

13/09/2018 14:43:54 | RenderReport | loadData

13/09/2018 14:43:54 | RenderReport | 02527144354695

13/09/2018 14:43:54 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 14:43:54 | SyncInvokeGetCsPrintFromWebPart | 02527144354695

13/09/2018 14:43:54 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 14:43:54 | LoadData | 02527144354695

13/09/2018 14:43:54 | LoadData | données trouve

13/09/2018 14:43:54 | LoadData | Parametre trouvé

13/09/2018 14:43:54 | data | data trouve data count: 59

13/09/2018 14:43:55 | Page_Load | RenderReport retour ok

13/09/2018 14:43:55 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac1392018144355|pdf

13/09/2018 14:43:55 | Page_Load | ICI3

13/09/2018 14:50:41 | SyncInvokesetFromWebPart | 02527145041862

13/09/2018 14:50:41 | Callback | localhost1818

13/09/2018 14:50:41 | RenderReport | loadData

13/09/2018 14:50:42 | RenderReport | 02527145041862

13/09/2018 14:50:42 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 14:50:42 | SyncInvokeGetCsPrintFromWebPart | 02527145041862

13/09/2018 14:50:42 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 14:50:42 | LoadData | 02527145041862

13/09/2018 14:50:42 | LoadData | données trouve

13/09/2018 14:50:42 | LoadData | Parametre trouvé

13/09/2018 14:50:42 | data | data trouve data count: 59

13/09/2018 14:50:43 | Page_Load | RenderReport retour ok

13/09/2018 14:50:43 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac1392018145043|pdf

13/09/2018 14:50:44 | Page_Load | ICI3

13/09/2018 14:55:11 | SyncInvokesetFromWebPart | 02527145511276

13/09/2018 14:55:11 | Callback | localhost1818

13/09/2018 14:55:11 | RenderReport | loadData

13/09/2018 14:55:11 | RenderReport | 02527145511276

13/09/2018 14:55:11 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 14:55:11 | SyncInvokeGetCsPrintFromWebPart | 02527145511276

13/09/2018 14:55:11 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 14:55:11 | LoadData | 02527145511276

13/09/2018 14:55:11 | LoadData | données trouve

13/09/2018 14:55:11 | LoadData | Parametre trouvé

13/09/2018 14:55:11 | data | data trouve data count: 59

13/09/2018 14:55:11 | Page_Load | RenderReport retour ok

13/09/2018 14:55:12 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac1392018145511|pdf

13/09/2018 14:55:12 | Page_Load | ICI3

13/09/2018 14:57:46 | SyncInvokesetFromWebPart | 02527145745961

13/09/2018 14:57:46 | Callback | localhost1818

13/09/2018 14:57:46 | RenderReport | loadData

13/09/2018 14:57:46 | RenderReport | 02527145745961

13/09/2018 14:57:46 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 14:57:46 | SyncInvokeGetCsPrintFromWebPart | 02527145745961

13/09/2018 14:57:46 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

13/09/2018 14:57:46 | LoadData | 02527145745961

13/09/2018 14:57:46 | LoadData | données trouve

13/09/2018 14:57:46 | LoadData | Parametre trouvé

13/09/2018 14:57:46 | data | data trouve data count: 59

13/09/2018 14:57:46 | Page_Load | RenderReport retour ok

13/09/2018 14:57:46 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac1392018145746|pdf

13/09/2018 14:57:47 | Page_Load | ICI3

13/09/2018 15:03:19 | SyncInvokesetFromWebPart | 0252715319478

13/09/2018 15:03:19 | Callback | localhost1818

13/09/2018 15:03:19 | RenderReport | loadData

13/09/2018 15:03:19 | RenderReport | 0252715319478

13/09/2018 15:03:19 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

13/09/2018 15:03:19 | SyncInvokeGetCsPrintFromWebPart | 0252715319478

13/09/2018 15:03:19 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

