18/05/2017 01:02:00 | SyncInvokesetFromWebPart | 026391158728

18/05/2017 01:02:11 | Callback | localhost1818

18/05/2017 01:02:12 | RenderReport | loadData

18/05/2017 01:02:12 | RenderReport | 026391158728

18/05/2017 01:02:12 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 01:02:12 | SyncInvokeGetCsPrintFromWebPart | 026391158728

18/05/2017 01:02:12 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 01:02:13 | LoadData | 026391158728

18/05/2017 01:02:13 | LoadData | données trouve

18/05/2017 01:02:13 | LoadData | Parametre non trouvé

18/05/2017 01:02:13 | data | data trouve

18/05/2017 01:02:14 | CreatePDFChemin | ~/Reports/InterfaceComptable/AvanceSurConsomation.rdlc | Chemin du fichier rdlc

18/05/2017 01:02:14 | CreatePDFChemin | Add DataSources ok

18/05/2017 01:02:14 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

18/05/2017 01:03:15 | SyncInvokesetFromWebPart | 026391315163

18/05/2017 01:03:31 | Callback | localhost1818

18/05/2017 01:03:31 | RenderReport | loadData

18/05/2017 01:03:31 | RenderReport | 026391315163

18/05/2017 01:03:31 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 01:03:31 | SyncInvokeGetCsPrintFromWebPart | 026391315163

18/05/2017 01:03:31 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 01:03:31 | LoadData | 026391315163

18/05/2017 01:03:31 | LoadData | données trouve

18/05/2017 01:03:31 | LoadData | Parametre non trouvé

18/05/2017 01:03:31 | data | data trouve

18/05/2017 01:03:31 | CreatePDFChemin | ~/Reports/InterfaceComptable/AvanceSurConsomation.rdlc | Chemin du fichier rdlc

18/05/2017 01:03:32 | CreatePDFChemin | Add DataSources ok

18/05/2017 01:03:32 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

18/05/2017 01:28:26 | SyncInvokesetFromWebPart | 0263912824541

18/05/2017 01:28:38 | Callback | localhost1818

18/05/2017 01:28:49 | RenderReport | loadData

18/05/2017 01:28:50 | RenderReport | 0263912824541

18/05/2017 01:28:52 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 01:28:52 | SyncInvokeGetCsPrintFromWebPart | 0263912824541

18/05/2017 01:28:52 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 01:28:53 | LoadData | 0263912824541

18/05/2017 01:28:53 | LoadData | données trouve

18/05/2017 01:28:53 | LoadData | Parametre non trouvé

18/05/2017 01:28:55 | data | data trouve data count: 8

18/05/2017 01:29:05 | Page_Load | RenderReport retour ok

18/05/2017 01:29:22 | Page_Load | ICI3

18/05/2017 02:05:47 | SyncInvokesetFromWebPart | 026392546250

18/05/2017 02:05:50 | Callback | localhost1818

18/05/2017 02:05:53 | RenderReport | loadData

18/05/2017 02:05:53 | RenderReport | 026392546250

18/05/2017 02:05:53 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 02:05:53 | SyncInvokeGetCsPrintFromWebPart | 026392546250

18/05/2017 02:05:53 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 02:05:53 | LoadData | 026392546250

18/05/2017 02:05:54 | LoadData | données trouve

18/05/2017 02:05:55 | LoadData | Parametre non trouvé

18/05/2017 02:05:55 | data | data trouve data count: 12

18/05/2017 02:05:55 | RenderReport | La référence d'objet n'est pas définie à une instance d'un objet.

18/05/2017 12:51:22 | SyncInvokesetFromWebPart | 01360125115723

18/05/2017 12:52:02 | Callback | localhost1818

18/05/2017 12:52:03 | RenderReport | loadData

18/05/2017 12:52:03 | RenderReport | 01360125115723

18/05/2017 12:52:03 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 12:52:03 | SyncInvokeGetCsPrintFromWebPart | 01360125115723

18/05/2017 12:52:03 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 12:52:03 | LoadData | 01360125115723

18/05/2017 12:52:03 | LoadData | données trouve

18/05/2017 12:52:03 | LoadData | Parametre non trouvé

18/05/2017 12:52:03 | data | data trouve

18/05/2017 12:52:03 | CreatePDFChemin | ~/Reports/Devis/SortieCompteur1.rdlc | Chemin du fichier rdlc

18/05/2017 12:52:04 | CreatePDFChemin | Add DataSources ok

18/05/2017 12:52:04 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

18/05/2017 15:16:17 | SyncInvokesetFromWebPart | 02639151615247

18/05/2017 15:16:43 | Callback | localhost1818

18/05/2017 15:16:43 | RenderReport | loadData

18/05/2017 15:16:43 | RenderReport | 02639151615247

18/05/2017 15:16:43 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 15:16:43 | SyncInvokeGetCsPrintFromWebPart | 02639151615247

18/05/2017 15:16:43 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 15:16:44 | LoadData | 02639151615247

18/05/2017 15:16:44 | LoadData | données trouve

18/05/2017 15:16:44 | LoadData | Parametre non trouvé

18/05/2017 15:16:45 | data | data trouve

18/05/2017 15:16:45 | CreatePDFChemin | ~/Reports/Devis/SortieCompteur1.rdlc | Chemin du fichier rdlc

18/05/2017 15:16:45 | CreatePDFChemin | Add DataSources ok

18/05/2017 15:16:45 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

18/05/2017 18:25:47 | SyncInvokesetFromWebPart | 02639182546795

18/05/2017 18:26:55 | Callback | localhost1818

18/05/2017 18:26:56 | RenderReport | loadData

18/05/2017 18:26:56 | RenderReport | 02639182546795

18/05/2017 18:26:56 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/05/2017 18:26:56 | SyncInvokeGetCsPrintFromWebPart | 02639182546795

18/05/2017 18:26:56 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/05/2017 18:26:57 | LoadData | 02639182546795

18/05/2017 18:26:57 | LoadData | données trouve

18/05/2017 18:26:57 | LoadData | Parametre non trouvé

18/05/2017 18:26:57 | data | data trouve

18/05/2017 18:26:57 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

18/05/2017 18:26:57 | CreatePDFChemin | Add DataSources ok

18/05/2017 18:26:57 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

18/05/2017 18:28:16 | SyncInvokesetFromWebPart | 02639182816571

18/05/2017 18:28:18 | Callback | localhost1818

18/05/2017 18:28:18 | RenderReport | loadData

18/05/2017 18:28:18 | RenderReport | 02639182816571

18/05/2017 18:28:19 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

