18/07/2017 00:09:38 | SyncInvokesetFromWebPart | 013120938208

18/07/2017 00:09:40 | Callback | localhost1818

18/07/2017 00:09:42 | RenderReport | loadData

18/07/2017 00:09:42 | RenderReport | 013120938208

18/07/2017 00:09:42 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/07/2017 00:09:42 | SyncInvokeGetCsPrintFromWebPart | 013120938208

18/07/2017 00:09:42 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/07/2017 00:09:42 | LoadData | 013120938208

18/07/2017 00:09:42 | LoadData | données trouve

18/07/2017 00:09:42 | LoadData | Parametre trouvé

18/07/2017 00:09:42 | data | data trouve data count: 728

18/07/2017 00:09:42 | Page_Load | RenderReport retour ok

18/07/2017 00:09:42 | RunExportFile | \\PC\Impression|Demande18720170942|xlsx

18/07/2017 00:09:46 | RunExportFile | Générer byte

18/07/2017 00:09:46 | RunExportFile | Initialiser le filsStream

18/07/2017 00:09:46 | RunExportFile | Création du fichier

18/07/2017 00:09:46 | Page_Load | ICI3

18/07/2017 00:12:11 | SyncInvokesetFromWebPart | 013120121148

18/07/2017 00:12:13 | Callback | localhost1818

18/07/2017 00:12:14 | RenderReport | loadData

18/07/2017 00:12:14 | RenderReport | 013120121148

18/07/2017 00:12:14 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/07/2017 00:12:14 | SyncInvokeGetCsPrintFromWebPart | 013120121148

18/07/2017 00:12:14 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/07/2017 00:12:15 | LoadData | 013120121148

18/07/2017 00:12:15 | LoadData | données trouve

18/07/2017 00:12:15 | LoadData | Parametre trouvé

18/07/2017 00:12:15 | data | data trouve data count: 1594

18/07/2017 00:12:15 | Page_Load | RenderReport retour ok

18/07/2017 00:12:15 | RunExportFile | \\PC\Impression|Demande187201701215|xlsx

18/07/2017 00:12:21 | RunExportFile | Générer byte

18/07/2017 00:12:21 | RunExportFile | Initialiser le filsStream

18/07/2017 00:12:21 | RunExportFile | Création du fichier

18/07/2017 00:12:21 | Page_Load | ICI3

18/07/2017 01:20:38 | SyncInvokesetFromWebPart | 0131212038245

18/07/2017 01:20:46 | Callback | localhost1818

18/07/2017 01:20:46 | RenderReport | loadData

18/07/2017 01:20:46 | RenderReport | 0131212038245

18/07/2017 01:20:46 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/07/2017 01:20:46 | SyncInvokeGetCsPrintFromWebPart | 0131212038245

18/07/2017 01:20:46 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/07/2017 01:20:47 | LoadData | 0131212038245

18/07/2017 01:20:47 | LoadData | données trouve

18/07/2017 01:20:47 | LoadData | Parametre trouvé

18/07/2017 01:20:47 | data | data trouve

18/07/2017 01:20:47 | CreatePDFChemin | ~/Reports/Report/EtatCompteur.rdlc | Chemin du fichier rdlc

18/07/2017 01:20:48 | CreatePDFChemin | pParametre : System.Collections.Specialized.StringCollection  pParametre : System.Collections.Specialized.StringCollection | Set Parameters

18/07/2017 01:20:48 | CreatePDFChemin | Add DataSources ok

18/07/2017 01:20:48 | RunCreationPDF | \\PC\Impression

18/07/2017 01:23:21 | SyncInvokesetFromWebPart | 0131212321100

18/07/2017 01:23:24 | Callback | localhost1818
