07/06/2018 00:57:55 | SyncInvokesetFromWebPart | 0131205754938

07/06/2018 00:58:09 | Callback | localhost1818

07/06/2018 00:58:09 | RenderReport | loadData

07/06/2018 00:58:09 | RenderReport | 0131205754938

07/06/2018 00:58:09 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

07/06/2018 00:58:09 | SyncInvokeGetCsPrintFromWebPart | 0131205754938

07/06/2018 00:58:09 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

07/06/2018 00:58:10 | LoadData | 0131205754938

07/06/2018 00:58:10 | LoadData | données trouve

07/06/2018 00:58:10 | LoadData | Parametre non trouvé

07/06/2018 00:58:10 | data | data trouve

07/06/2018 00:58:10 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

07/06/2018 00:58:10 | CreatePDFChemin | Add DataSources ok

07/06/2018 00:58:10 | RunCreationPDF | \\PC\Impression

07/06/2018 12:02:46 | SyncInvokesetFromWebPart | 0131212246375

07/06/2018 12:02:47 | Callback | localhost1818

07/06/2018 12:02:47 | RenderReport | loadData

07/06/2018 12:02:47 | RenderReport | 0131212246375

07/06/2018 12:02:47 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

07/06/2018 12:02:47 | SyncInvokeGetCsPrintFromWebPart | 0131212246375

07/06/2018 12:02:47 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

07/06/2018 12:02:47 | LoadData | 0131212246375

07/06/2018 12:02:47 | LoadData | données trouve

07/06/2018 12:02:47 | LoadData | Parametre non trouvé

07/06/2018 12:02:47 | data | data trouve

07/06/2018 12:02:47 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

07/06/2018 12:02:47 | CreatePDFChemin | Add DataSources ok

07/06/2018 12:02:47 | RunCreationPDF | \\PC\Impression

07/06/2018 12:04:45 | SyncInvokesetFromWebPart | 0131212445160

07/06/2018 12:04:45 | Callback | localhost1818

07/06/2018 12:04:45 | RenderReport | loadData

07/06/2018 12:04:45 | RenderReport | 0131212445160

07/06/2018 12:04:45 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

07/06/2018 12:04:45 | SyncInvokeGetCsPrintFromWebPart | 0131212445160

07/06/2018 12:04:45 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

07/06/2018 12:04:45 | LoadData | 0131212445160

07/06/2018 12:04:45 | LoadData | données trouve

07/06/2018 12:04:45 | LoadData | Parametre non trouvé

07/06/2018 12:04:45 | data | data trouve

07/06/2018 12:04:45 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

07/06/2018 12:04:45 | CreatePDFChemin | Add DataSources ok

07/06/2018 12:04:45 | RunCreationPDF | \\PC\Impression

07/06/2018 12:07:35 | SyncInvokesetFromWebPart | 0131212735272

07/06/2018 12:07:35 | Callback | localhost1818

07/06/2018 12:07:35 | RenderReport | loadData

07/06/2018 12:07:35 | RenderReport | 0131212735272

07/06/2018 12:07:35 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

07/06/2018 12:07:35 | SyncInvokeGetCsPrintFromWebPart | 0131212735272

07/06/2018 12:07:35 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

07/06/2018 12:07:35 | LoadData | 0131212735272

07/06/2018 12:07:35 | LoadData | données trouve

07/06/2018 12:07:35 | LoadData | Parametre non trouvé

07/06/2018 12:07:35 | data | data trouve

07/06/2018 12:07:35 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

07/06/2018 12:07:35 | CreatePDFChemin | Add DataSources ok

07/06/2018 12:07:35 | RunCreationPDF | \\PC\Impression

