19/12/2017 01:14:06 | SyncInvokesetFromWebPart | 022991144941

19/12/2017 01:14:07 | SyncInvokesetFromWebPart | Le processus ne peut pas accéder au fichier 'C:\SOURCES NOUVELLES\Galatee.WcfService\App_Data\LOG GALATEE\PrintingsService\Log_Galatee_Du_19122017.txt', car il est en cours d'utilisation par un autre processus.

19/12/2017 01:14:12 | Callback | localhost1818

19/12/2017 01:14:12 | RenderReport | loadData

19/12/2017 01:14:12 | RenderReport | 022991144941

19/12/2017 01:14:12 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

19/12/2017 01:14:12 | SyncInvokeGetCsPrintFromWebPart | 022991144941

19/12/2017 01:14:12 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

19/12/2017 01:14:13 | LoadData | 022991144941

19/12/2017 01:14:13 | LoadData | données trouve

19/12/2017 01:14:13 | LoadData | Parametre trouvé

19/12/2017 01:14:13 | data | data trouve data count: 3255

19/12/2017 01:14:15 | Page_Load | RenderReport retour ok

19/12/2017 01:14:15 | RunExportFile | \\PC\Impression|EtatCompteur1912201711415|xlsx

19/12/2017 01:14:27 | RunExportFile | Générer byte

19/12/2017 01:14:27 | RunExportFile | Initialiser le filsStream

19/12/2017 01:14:27 | RunExportFile | Création du fichier

19/12/2017 01:14:27 | Page_Load | ICI3

19/12/2017 01:14:29 | SyncInvokesetFromWebPart | 0229911428998

19/12/2017 01:14:29 | SyncInvokesetFromWebPart | 022991142975

19/12/2017 01:14:29 | Callback | localhost1818

19/12/2017 01:14:29 | Callback | localhost1818

19/12/2017 01:14:29 | RenderReport | loadData

19/12/2017 01:14:29 | RenderReport | 022991142975

19/12/2017 01:14:29 | RenderReport | 0229911428998

19/12/2017 01:14:29 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

19/12/2017 01:14:29 | SyncInvokeGetCsPrintFromWebPart | 022991142975


19/12/2017 01:14:29 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

19/12/2017 01:14:29 | LoadData | 022991142975


19/12/2017 01:14:29 | LoadData | données trouve

19/12/2017 01:14:29 | LoadData | données trouve

