21/05/2018 04:43:53 | SyncInvokesetFromWebPart | 038294435350

21/05/2018 04:43:56 | Callback | localhost1818

21/05/2018 04:43:56 | RenderReport | loadData

21/05/2018 04:43:56 | RenderReport | 038294435350

21/05/2018 04:43:56 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

21/05/2018 04:43:56 | SyncInvokeGetCsPrintFromWebPart | 038294435350

21/05/2018 04:43:56 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

21/05/2018 04:43:57 | LoadData | 038294435350

21/05/2018 04:43:57 | LoadData | données trouve

21/05/2018 04:43:57 | LoadData | Parametre non trouvé

21/05/2018 04:43:57 | data | data trouve

21/05/2018 04:43:57 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

21/05/2018 04:43:57 | CreatePDFChemin | Add DataSources ok

21/05/2018 04:43:57 | RunCreationPDF | \\PC\Impression

21/05/2018 05:00:10 | SyncInvokesetFromWebPart | 038295010476

21/05/2018 05:00:14 | Callback | localhost1818

21/05/2018 05:00:14 | RenderReport | loadData

21/05/2018 05:00:14 | RenderReport | 038295010476

21/05/2018 05:00:14 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

21/05/2018 05:00:14 | SyncInvokeGetCsPrintFromWebPart | 038295010476

21/05/2018 05:00:14 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

21/05/2018 05:00:15 | LoadData | 038295010476

21/05/2018 05:00:15 | LoadData | données trouve

21/05/2018 05:00:15 | LoadData | Parametre non trouvé

21/05/2018 05:00:15 | data | data trouve

21/05/2018 05:00:15 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

21/05/2018 05:00:15 | CreatePDFChemin | Add DataSources ok

21/05/2018 05:00:15 | RunCreationPDF | \\PC\Impression

21/05/2018 05:21:30 | SyncInvokesetFromWebPart | 038295213035

21/05/2018 05:21:32 | Callback | localhost1818

21/05/2018 05:21:33 | RenderReport | loadData

21/05/2018 05:21:33 | RenderReport | 038295213035

21/05/2018 05:21:33 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

21/05/2018 05:21:33 | SyncInvokeGetCsPrintFromWebPart | 038295213035

21/05/2018 05:21:33 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

21/05/2018 05:21:33 | LoadData | 038295213035

21/05/2018 05:21:33 | LoadData | données trouve

21/05/2018 05:21:33 | LoadData | Parametre non trouvé

21/05/2018 05:21:33 | data | data trouve

21/05/2018 05:21:33 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

21/05/2018 05:21:33 | CreatePDFChemin | Add DataSources ok

21/05/2018 05:21:33 | RunCreationPDF | \\PC\Impression

