11/07/2017 11:03:53 | SyncInvokesetFromWebPart | 0131211352928

11/07/2017 11:04:01 | Callback | localhost1818

11/07/2017 11:04:01 | RenderReport | loadData

11/07/2017 11:04:01 | RenderReport | 0131211352928

11/07/2017 11:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

11/07/2017 11:04:01 | SyncInvokeGetCsPrintFromWebPart | 0131211352928

11/07/2017 11:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

11/07/2017 11:04:02 | LoadData | 0131211352928

11/07/2017 11:04:02 | LoadData | données trouve

11/07/2017 11:04:02 | LoadData | Parametre trouvé

11/07/2017 11:04:02 | data | data trouve data count: 480

11/07/2017 11:04:06 | Page_Load | RenderReport retour ok

11/07/2017 11:04:06 | RunExportFile | \\PC\Impression|FactureSimpleA11720171146|pdf

11/07/2017 11:04:16 | Page_Load | ICI3

11/07/2017 15:03:39 | SyncInvokesetFromWebPart | 0131215338171

11/07/2017 15:04:14 | Callback | localhost1818

11/07/2017 15:04:14 | RenderReport | loadData

11/07/2017 15:04:14 | RenderReport | 0131215338171

11/07/2017 15:04:14 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

11/07/2017 15:04:14 | SyncInvokeGetCsPrintFromWebPart | 0131215338171

11/07/2017 15:04:14 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

11/07/2017 15:04:15 | LoadData | 0131215338171

11/07/2017 15:04:15 | LoadData | données trouve

11/07/2017 15:04:15 | LoadData | Parametre non trouvé

11/07/2017 15:04:15 | data | data trouve

11/07/2017 15:04:15 | CreatePDFChemin | ~/Reports/Index/Index.rdlc | Chemin du fichier rdlc

11/07/2017 15:04:15 | CreatePDFChemin | Add DataSources ok

11/07/2017 15:04:15 | RunCreationPDF | \\PC\Impression

11/07/2017 15:21:26 | SyncInvokesetFromWebPart | 01312152126263

11/07/2017 15:21:26 | Callback | localhost1818

11/07/2017 15:21:26 | RenderReport | loadData

11/07/2017 15:21:26 | RenderReport | 01312152126263

11/07/2017 15:21:26 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

11/07/2017 15:21:26 | SyncInvokeGetCsPrintFromWebPart | 01312152126263

11/07/2017 15:21:26 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

11/07/2017 15:21:26 | LoadData | 01312152126263

11/07/2017 15:21:26 | LoadData | Aucune données

11/07/2017 15:21:26 | LoadData | Parametre non trouvé

11/07/2017 15:21:26 | data | data Aucun

11/07/2017 15:21:26 | RunCreationPDF | \\PC\Impression

11/07/2017 15:21:26 | RunCreationPDF | La source de la définition du rapport n'a pas été spécifiée.

11/07/2017 15:41:26 | SyncInvokesetFromWebPart | 01312154122972

11/07/2017 15:42:04 | Callback | localhost1818

11/07/2017 15:42:09 | RenderReport | loadData

11/07/2017 15:42:09 | RenderReport | 01312154122972

11/07/2017 15:42:09 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

11/07/2017 15:42:09 | SyncInvokeGetCsPrintFromWebPart | 01312154122972

11/07/2017 15:42:09 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

11/07/2017 15:42:09 | LoadData | 01312154122972

11/07/2017 15:42:09 | LoadData | Aucune données

11/07/2017 15:42:09 | LoadData | Parametre non trouvé

11/07/2017 15:42:09 | data | data Aucun

11/07/2017 15:42:10 | RunCreationPDF | \\PC\Impression

11/07/2017 15:42:14 | RunCreationPDF | La source de la définition du rapport n'a pas été spécifiée.

11/07/2017 15:43:43 | SyncInvokesetFromWebPart | 01312154341173

11/07/2017 15:43:46 | Callback | localhost1818

11/07/2017 15:43:46 | RenderReport | loadData

11/07/2017 15:43:46 | RenderReport | 01312154341173

11/07/2017 15:43:46 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

11/07/2017 15:43:46 | SyncInvokeGetCsPrintFromWebPart | 01312154341173

11/07/2017 15:43:46 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

11/07/2017 15:43:51 | LoadData | 01312154341173

11/07/2017 15:43:51 | LoadData | données trouve

11/07/2017 15:43:51 | LoadData | Parametre non trouvé

11/07/2017 15:43:51 | data | data trouve

11/07/2017 15:43:52 | CreatePDFChemin | ~/Reports/Index/Index.rdlc | Chemin du fichier rdlc

11/07/2017 15:43:52 | CreatePDFChemin | Add DataSources ok

11/07/2017 15:43:52 | RunCreationPDF | \\PC\Impression

