12/10/2017 10:08:16 | SyncInvokesetFromWebPart | 0263910816345

12/10/2017 10:08:20 | Callback | localhost1818

12/10/2017 10:08:20 | RenderReport | loadData

12/10/2017 10:08:20 | RenderReport | 0263910816345

12/10/2017 10:08:20 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 10:08:20 | SyncInvokeGetCsPrintFromWebPart | 0263910816345

12/10/2017 10:08:20 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 10:08:21 | LoadData | 0263910816345

12/10/2017 10:08:21 | LoadData | données trouve

12/10/2017 10:08:21 | LoadData | Parametre non trouvé

12/10/2017 10:08:21 | data | data trouve

12/10/2017 10:08:21 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

12/10/2017 10:08:21 | CreatePDFChemin | Add DataSources ok

12/10/2017 10:08:21 | RunCreationPDF | \\PC\Impression

12/10/2017 11:15:00 | SyncInvokesetFromWebPart | 02639111459698

12/10/2017 11:15:03 | Callback | localhost1818

12/10/2017 11:15:03 | RenderReport | loadData

12/10/2017 11:15:03 | RenderReport | 02639111459698

12/10/2017 11:15:03 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 11:15:03 | SyncInvokeGetCsPrintFromWebPart | 02639111459698

12/10/2017 11:15:03 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 11:15:03 | LoadData | 02639111459698

12/10/2017 11:15:03 | LoadData | données trouve

12/10/2017 11:15:03 | LoadData | Parametre non trouvé

12/10/2017 11:15:03 | data | data trouve

12/10/2017 11:15:04 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

12/10/2017 11:15:04 | CreatePDFChemin | Add DataSources ok

12/10/2017 11:15:04 | RunCreationPDF | \\PC\Impression

12/10/2017 12:44:31 | SyncInvokesetFromWebPart | 02639124431419

12/10/2017 12:44:35 | Callback | localhost1818

12/10/2017 12:44:36 | RenderReport | loadData

12/10/2017 12:44:36 | RenderReport | 02639124431419

12/10/2017 12:44:36 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 12:44:36 | SyncInvokeGetCsPrintFromWebPart | 02639124431419

12/10/2017 12:44:36 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 12:44:36 | LoadData | 02639124431419

12/10/2017 12:44:36 | LoadData | données trouve

12/10/2017 12:44:36 | LoadData | Parametre trouvé

12/10/2017 12:44:36 | data | data trouve

12/10/2017 12:44:36 | CreatePDFChemin | ~/Reports/Accueil/ContratClient.rdlc | Chemin du fichier rdlc

12/10/2017 12:44:38 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

12/10/2017 12:44:38 | CreatePDFChemin | Add DataSources ok

12/10/2017 12:44:38 | RunCreationPDF | \\PC\Impression

12/10/2017 14:11:54 | SyncInvokesetFromWebPart | 01207141154780

12/10/2017 14:12:00 | Callback | localhost1818

12/10/2017 14:12:00 | Callback | localhost1818

12/10/2017 14:12:01 | RenderReport | loadData

12/10/2017 14:12:01 | RenderReport | loadData

12/10/2017 14:12:01 | RenderReport | 01207141152150

12/10/2017 14:12:01 | RenderReport | 01207141154780

12/10/2017 14:12:01 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 14:12:01 | SyncInvokeGetCsPrintFromWebPart | 01207141152150

12/10/2017 14:12:01 | SyncInvokeGetCsPrintFromWebPart | Lecture OK



12/10/2017 14:12:01 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 14:12:02 | LoadData | 01207141152150

12/10/2017 14:12:02 | LoadData | données trouve

12/10/2017 14:12:02 | LoadData | Parametre trouvé

12/10/2017 14:12:02 | LoadData | Parametre trouvé

12/10/2017 14:12:02 | data | data trouve

12/10/2017 14:12:02 | data | data trouve

12/10/2017 14:12:02 | CreatePDFChemin | ~/Reports/Caisse/recu.rdlc | Chemin du fichier rdlc

12/10/2017 14:12:06 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

12/10/2017 14:12:06 | CreatePDFChemin | Add DataSources ok

12/10/2017 14:12:06 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

12/10/2017 14:12:06 | RunCreationPDF | \\PC\Impression

12/10/2017 14:12:06 | CreatePDFChemin | Add DataSources ok

12/10/2017 14:12:06 | RunCreationPDF | \\PC\Impression

12/10/2017 14:19:31 | SyncInvokesetFromWebPart | 01207141931325

12/10/2017 14:19:31 | SyncInvokesetFromWebPart | 01207141930436

12/10/2017 14:19:31 | Callback | localhost1818

12/10/2017 14:19:31 | RenderReport | loadData

12/10/2017 14:19:31 | RenderReport | 01207141931325

12/10/2017 14:19:31 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 14:19:31 | SyncInvokeGetCsPrintFromWebPart | 01207141931325

12/10/2017 14:19:31 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 14:19:31 | RenderReport | loadData


12/10/2017 14:19:31 | RenderReport | 01207141930436

12/10/2017 14:19:31 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 14:19:31 | LoadData | Parametre trouvé

12/10/2017 14:19:31 | SyncInvokeGetCsPrintFromWebPart | 01207141930436

12/10/2017 14:19:31 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 14:19:31 | data | data trouve

12/10/2017 14:19:31 | LoadData | 01207141930436

12/10/2017 14:19:31 | CreatePDFChemin | ~/Reports/Caisse/recu.rdlc | Chemin du fichier rdlc

12/10/2017 14:19:31 | LoadData | données trouve

12/10/2017 14:19:31 | LoadData | Parametre trouvé

12/10/2017 14:19:31 | data | data trouve

12/10/2017 14:19:31 | CreatePDFChemin | ~/Reports/Caisse/recu.rdlc | Chemin du fichier rdlc

12/10/2017 14:19:32 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

12/10/2017 14:19:32 | CreatePDFChemin | Add DataSources ok

12/10/2017 14:19:32 | RunCreationPDF | \\PC\Impression

12/10/2017 14:19:32 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

12/10/2017 14:19:32 | CreatePDFChemin | Add DataSources ok

12/10/2017 14:19:32 | RunCreationPDF | \\PC\Impression

12/10/2017 14:30:02 | SyncInvokesetFromWebPart | 0120714302682

12/10/2017 14:30:02 | Callback | localhost1818

12/10/2017 14:30:02 | RenderReport | loadData

12/10/2017 14:30:02 | RenderReport | 0120714300592

12/10/2017 14:30:02 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

12/10/2017 14:30:02 | SyncInvokeGetCsPrintFromWebPart | 0120714300592

12/10/2017 14:30:02 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

12/10/2017 14:30:02 | LoadData | 0120714300592

12/10/2017 14:30:02 | LoadData | données trouve

12/10/2017 14:30:02 | LoadData | Parametre trouvé

12/10/2017 14:30:02 | data | data trouve

12/10/2017 14:30:02 | CreatePDFChemin | ~/Reports/Caisse/recu.rdlc | Chemin du fichier rdlc

12/10/2017 14:30:03 | CreatePDFChemin | pTypeRecu : System.Collections.Specialized.StringCollection  pTypeRecu : System.Collections.Specialized.StringCollection | Set Parameters

12/10/2017 14:30:03 | CreatePDFChemin | Add DataSources ok

12/10/2017 14:30:03 | RunCreationPDF | \\PC\Impression

