18/10/2017 05:52:43 | SyncInvokesetFromWebPart | 022995524323

18/10/2017 05:52:44 | Callback | localhost1818

18/10/2017 05:52:44 | RenderReport | loadData

18/10/2017 05:52:44 | RenderReport | 022995524323

18/10/2017 05:52:44 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 05:52:44 | SyncInvokeGetCsPrintFromWebPart | 022995524323

18/10/2017 05:52:44 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 05:52:44 | LoadData | 022995524323

18/10/2017 05:52:44 | LoadData | données trouve

18/10/2017 05:52:45 | LoadData | Parametre non trouvé

18/10/2017 05:52:45 | data | data trouve

18/10/2017 05:52:45 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

18/10/2017 05:52:45 | CreatePDFChemin | Add DataSources ok

18/10/2017 05:52:45 | RunCreationPDF | \\PC\Impression

18/10/2017 12:59:40 | SyncInvokesetFromWebPart | 02299125935595

18/10/2017 12:59:42 | Callback | localhost1818

18/10/2017 12:59:42 | RenderReport | loadData

18/10/2017 12:59:42 | RenderReport | loadData

18/10/2017 12:59:42 | RenderReport | 02299125935595

18/10/2017 12:59:42 | RenderReport | 02299125939873

18/10/2017 12:59:42 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 12:59:42 | SyncInvokeGetCsPrintFromWebPart | 02299125939873

18/10/2017 12:59:42 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 12:59:42 | LoadData | 02299125935595

18/10/2017 12:59:42 | LoadData | 02299125939873

18/10/2017 12:59:42 | LoadData | données trouve

18/10/2017 12:59:42 | LoadData | données trouve

18/10/2017 12:59:42 | LoadData | Parametre trouvé

18/10/2017 12:59:42 | LoadData | Parametre trouvé

18/10/2017 12:59:42 | data | data trouve

18/10/2017 12:59:42 | data | data trouve

18/10/2017 12:59:42 | CreatePDFChemin | ~/Reports/Accueil/ContratClient.rdlc | Chemin du fichier rdlc

18/10/2017 12:59:42 | CreatePDFChemin | ~/Reports/Accueil/PrestataireClient.rdlc | Chemin du fichier rdlc

18/10/2017 12:59:45 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  TELEPHONE : System.Collections.Specialized.StringCollection | Set Parameters



18/10/2017 12:59:45 | CreatePDFChemin | Add DataSources ok

18/10/2017 12:59:45 | CreatePDFChemin | Add DataSources ok

18/10/2017 12:59:45 | RunCreationPDF | \\PC\Impression

18/10/2017 13:00:07 | SyncInvokesetFromWebPart | 022991307818

18/10/2017 13:00:08 | Callback | localhost1818

18/10/2017 13:00:08 | RenderReport | loadData

18/10/2017 13:00:08 | RenderReport | 022991307818

18/10/2017 13:00:08 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 13:00:08 | SyncInvokeGetCsPrintFromWebPart | 022991307818

18/10/2017 13:00:08 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 13:00:08 | LoadData | 022991307818

18/10/2017 13:00:08 | LoadData | données trouve

18/10/2017 13:00:08 | LoadData | Parametre trouvé

18/10/2017 13:00:08 | data | data trouve

18/10/2017 13:00:08 | CreatePDFChemin | ~/Reports/Accueil/ContratClient.rdlc | Chemin du fichier rdlc

18/10/2017 13:00:08 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

18/10/2017 13:00:08 | CreatePDFChemin | Add DataSources ok

18/10/2017 13:00:08 | RunCreationPDF | \\PC\Impression

18/10/2017 13:03:32 | SyncInvokesetFromWebPart | 0229913332271

18/10/2017 13:03:32 | SyncInvokesetFromWebPart | 0229913332500

18/10/2017 13:03:32 | Callback | localhost1818

18/10/2017 13:03:32 | RenderReport | loadData

18/10/2017 13:03:32 | RenderReport | 0229913332271

18/10/2017 13:03:32 | Callback | localhost1818

18/10/2017 13:03:32 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 13:03:32 | SyncInvokeGetCsPrintFromWebPart | 0229913332271

18/10/2017 13:03:32 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 13:03:32 | LoadData | 0229913332271

18/10/2017 13:03:32 | RenderReport | loadData

18/10/2017 13:03:32 | LoadData | données trouve

18/10/2017 13:03:32 | RenderReport | 0229913332500

18/10/2017 13:03:32 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 13:03:32 | SyncInvokeGetCsPrintFromWebPart | 0229913332500

18/10/2017 13:03:32 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 13:03:32 | LoadData | Parametre trouvé

18/10/2017 13:03:32 | data | data trouve

18/10/2017 13:03:32 | CreatePDFChemin | ~/Reports/Accueil/ContratClient.rdlc | Chemin du fichier rdlc

18/10/2017 13:03:32 | LoadData | 0229913332500

18/10/2017 13:03:32 | LoadData | données trouve

18/10/2017 13:03:32 | LoadData | Parametre non trouvé

18/10/2017 13:03:32 | data | data trouve data count: 8

18/10/2017 13:03:32 | Page_Load | RenderReport retour ok

18/10/2017 13:03:32 | RunExportFile | \\PC\Impression|Devis1810201713332|doc

18/10/2017 13:03:33 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

18/10/2017 13:03:33 | CreatePDFChemin | Add DataSources ok

18/10/2017 13:03:33 | RunCreationPDF | \\PC\Impression

18/10/2017 13:03:34 | Page_Load | ICI3

18/10/2017 13:04:00 | SyncInvokesetFromWebPart | 022991340665

18/10/2017 13:04:00 | SyncInvokesetFromWebPart | 022991340695

18/10/2017 13:04:00 | Callback | localhost1818

18/10/2017 13:04:00 | Callback | localhost1818

18/10/2017 13:04:00 | Callback | localhost1818

18/10/2017 13:04:00 | RenderReport | loadData

18/10/2017 13:04:00 | RenderReport | loadData

18/10/2017 13:04:00 | RenderReport | loadData

18/10/2017 13:04:00 | RenderReport | 022991340715

18/10/2017 13:04:00 | RenderReport | 022991340682

18/10/2017 13:04:00 | RenderReport | 022991340665

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | 022991340695

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | 022991340665

18/10/2017 13:04:01 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

18/10/2017 13:04:01 | LoadData | 022991340695

18/10/2017 13:04:01 | LoadData | 022991340715

18/10/2017 13:04:01 | LoadData | 022991340682

18/10/2017 13:04:01 | LoadData | 022991340665

18/10/2017 13:04:01 | LoadData | données trouve

18/10/2017 13:04:01 | LoadData | données trouve

18/10/2017 13:04:01 | LoadData | données trouve

18/10/2017 13:04:01 | LoadData | données trouve

18/10/2017 13:04:01 | LoadData | Parametre non trouvé

18/10/2017 13:04:01 | LoadData | Parametre non trouvé

18/10/2017 13:04:01 | LoadData | Parametre trouvé

18/10/2017 13:04:01 | data | data trouve data count: 4

18/10/2017 13:04:01 | LoadData | Parametre trouvé

18/10/2017 13:04:01 | data | data trouve

18/10/2017 13:04:01 | Page_Load | RenderReport retour ok

18/10/2017 13:04:01 | data | data trouve

18/10/2017 13:04:01 | CreatePDFChemin | ~/Reports/Accueil/PrestataireClient.rdlc | Chemin du fichier rdlc

18/10/2017 13:04:01 | Page_Load | RenderReport retour ok

18/10/2017 13:04:01 | RunExportFile | \\PC\Impression|Devis181020171341|doc

Chemin du fichier rdlc

18/10/2017 13:04:01 | RunExportFile | \\PC\Impression|DevisExtension181020171341|doc

18/10/2017 13:04:01 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  TELEPHONE : System.Collections.Specialized.StringCollection | Set Parameters

18/10/2017 13:04:01 | CreatePDFChemin | Add DataSources ok

18/10/2017 13:04:01 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

18/10/2017 13:04:01 | RunCreationPDF | \\PC\Impression



18/10/2017 13:04:02 | RunCreationPDF | \\PC\Impression

