29/10/2018 07:44:10 | SyncInvokesetFromWebPart | 031267447195

29/10/2018 07:44:14 | Callback | localhost1818

29/10/2018 07:44:15 | RenderReport | loadData

29/10/2018 07:44:15 | RenderReport | 031267447195

29/10/2018 07:44:15 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

29/10/2018 07:44:15 | SyncInvokeGetCsPrintFromWebPart | 031267447195

29/10/2018 07:44:15 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

29/10/2018 07:44:16 | LoadData | 031267447195

29/10/2018 07:44:16 | LoadData | données trouve

29/10/2018 07:44:16 | LoadData | Parametre trouvé

29/10/2018 07:44:16 | data | data trouve data count: 86

29/10/2018 07:44:24 | Page_Load | RenderReport retour ok

29/10/2018 07:44:24 | RunExportFile | \\PC\Impression|BordereauSimpleSGCA2910201874424|pdf

29/10/2018 07:44:53 | Page_Load | ICI3

29/10/2018 07:50:16 | SyncInvokesetFromWebPart | 0312675015579

29/10/2018 07:50:16 | Callback | localhost1818

29/10/2018 07:50:16 | RenderReport | loadData

29/10/2018 07:50:16 | RenderReport | 0312675015579

29/10/2018 07:50:16 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

29/10/2018 07:50:16 | SyncInvokeGetCsPrintFromWebPart | 0312675015579

29/10/2018 07:50:16 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

29/10/2018 07:50:17 | LoadData | 0312675015579

29/10/2018 07:50:17 | LoadData | données trouve

29/10/2018 07:50:17 | LoadData | Parametre trouvé

29/10/2018 07:50:17 | data | data trouve data count: 86

29/10/2018 07:50:19 | Page_Load | RenderReport retour ok

29/10/2018 07:50:19 | RunExportFile | \\PC\Impression|BordereauSimpleSGCA2910201875019|pdf

29/10/2018 07:50:41 | Page_Load | ICI3

29/10/2018 07:51:31 | SyncInvokesetFromWebPart | 0312675126788

29/10/2018 07:51:31 | Callback | localhost1818

29/10/2018 07:51:31 | RenderReport | loadData

