30/04/2018 11:22:14 | SyncInvokesetFromWebPart | 01312112134333

30/04/2018 11:26:07 | Callback | localhost1818

30/04/2018 11:26:07 | RenderReport | loadData

30/04/2018 11:26:07 | RenderReport | 01312112134333

30/04/2018 11:26:07 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/04/2018 11:26:07 | SyncInvokeGetCsPrintFromWebPart | 01312112134333

30/04/2018 11:26:07 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/04/2018 11:26:07 | LoadData | 01312112134333

30/04/2018 11:26:07 | LoadData | données trouve

30/04/2018 11:26:07 | LoadData | Parametre non trouvé

30/04/2018 11:26:07 | data | data trouve

30/04/2018 11:26:07 | CreatePDFChemin | ~/Reports/Reclamation/FicheDeTravail.rdlc | Chemin du fichier rdlc

30/04/2018 11:26:07 | CreatePDFChemin | Add DataSources ok

30/04/2018 11:26:07 | RunCreationPDF | \\PC\Impression

30/04/2018 11:45:38 | SyncInvokesetFromWebPart | 01312114538951

30/04/2018 11:45:41 | Callback | localhost1818

30/04/2018 11:45:41 | RenderReport | loadData

30/04/2018 11:45:41 | RenderReport | 01312114538951

30/04/2018 11:45:41 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/04/2018 11:45:41 | SyncInvokeGetCsPrintFromWebPart | 01312114538951

30/04/2018 11:45:41 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/04/2018 11:45:41 | LoadData | 01312114538951

30/04/2018 11:45:41 | LoadData | données trouve

30/04/2018 11:45:41 | LoadData | Parametre non trouvé

30/04/2018 11:45:41 | data | data trouve

30/04/2018 11:45:41 | CreatePDFChemin | ~/Reports/Reclamation/FicheDeTravail.rdlc | Chemin du fichier rdlc

30/04/2018 11:45:41 | CreatePDFChemin | Add DataSources ok

30/04/2018 11:45:41 | RunCreationPDF | \\PC\Impression

30/04/2018 13:41:56 | SyncInvokesetFromWebPart | 01312134042211

30/04/2018 13:41:58 | Callback | localhost1818

30/04/2018 13:41:58 | RenderReport | loadData

30/04/2018 13:41:58 | RenderReport | 01312134042211

30/04/2018 13:41:58 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/04/2018 13:41:58 | SyncInvokeGetCsPrintFromWebPart | 01312134042211

30/04/2018 13:41:58 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/04/2018 13:41:58 | LoadData | 01312134042211

30/04/2018 13:41:58 | LoadData | données trouve

30/04/2018 13:41:58 | LoadData | Parametre non trouvé

30/04/2018 13:41:58 | data | data trouve

30/04/2018 13:41:59 | CreatePDFChemin | ~/Reports/Reclamation/FicheDeTravail.rdlc | Chemin du fichier rdlc

30/04/2018 13:41:59 | CreatePDFChemin | Add DataSources ok

30/04/2018 13:41:59 | RunCreationPDF | \\PC\Impression

30/04/2018 13:45:28 | SyncInvokesetFromWebPart | 01312134528462

30/04/2018 13:45:36 | Callback | localhost1818

30/04/2018 13:45:36 | RenderReport | loadData

30/04/2018 13:45:36 | RenderReport | 01312134528462

30/04/2018 13:45:36 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/04/2018 13:45:36 | SyncInvokeGetCsPrintFromWebPart | 01312134528462

30/04/2018 13:45:36 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/04/2018 13:45:36 | LoadData | 01312134528462

30/04/2018 13:45:36 | LoadData | données trouve

30/04/2018 13:45:36 | LoadData | Parametre non trouvé

30/04/2018 13:45:36 | data | data trouve

30/04/2018 13:45:36 | CreatePDFChemin | ~/Reports/Reclamation/FicheDeTravail.rdlc | Chemin du fichier rdlc

30/04/2018 13:45:36 | CreatePDFChemin | Add DataSources ok

