10/05/2017 00:03:05 | SyncInvokesetFromWebPart | 02639035357

10/05/2017 00:03:11 | Callback | localhost1818

10/05/2017 00:03:11 | RenderReport | loadData

10/05/2017 00:03:11 | RenderReport | 02639035357

10/05/2017 00:03:11 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

10/05/2017 00:03:11 | SyncInvokeGetCsPrintFromWebPart | 02639035357

10/05/2017 00:03:11 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

10/05/2017 00:03:11 | LoadData | 02639035357

10/05/2017 00:03:11 | LoadData | données trouve

10/05/2017 00:03:11 | LoadData | Parametre trouvé

10/05/2017 00:03:11 | data | data trouve data count: 40

10/05/2017 00:03:11 | ExportChemin | ~/Reports/Report/RecapStatFacturationMt.rdlc | Chemin du fichier rdlc

10/05/2017 00:03:11 | ExportChemin | reportDataSource creer OK,rdlc :RecapStatFacturationMt

10/05/2017 00:03:11 | ExportChemin | report.DataSources.Add OK

10/05/2017 00:03:11 | Page_Load | RenderReport retour ok

10/05/2017 00:03:17 | RunExportFile | ICI14

10/05/2017 00:03:17 | Page_Load | ICI3

10/05/2017 00:13:44 | SyncInvokesetFromWebPart | 0263901344427

10/05/2017 00:13:44 | Callback | localhost1818

10/05/2017 00:13:44 | RenderReport | loadData

10/05/2017 00:13:44 | RenderReport | 0263901344427

10/05/2017 00:13:44 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

10/05/2017 00:13:44 | SyncInvokeGetCsPrintFromWebPart | 0263901344427

10/05/2017 00:13:44 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

10/05/2017 00:13:45 | LoadData | 0263901344427

10/05/2017 00:13:45 | LoadData | données trouve

10/05/2017 00:13:45 | LoadData | Parametre non trouvé

10/05/2017 00:13:45 | data | data trouve data count: 939

10/05/2017 00:13:45 | ExportChemin | ~/Reports/Report/ComptabilisationFac.rdlc | Chemin du fichier rdlc

10/05/2017 00:13:45 | ExportChemin | reportDataSource creer OK,rdlc :ComptabilisationFac

10/05/2017 00:13:45 | ExportChemin | report.DataSources.Add OK

10/05/2017 00:13:45 | Page_Load | RenderReport retour ok

10/05/2017 00:14:04 | RunExportFile | ICI14

10/05/2017 00:14:04 | Page_Load | ICI3

10/05/2017 00:38:41 | SyncInvokesetFromWebPart | 0263903841292

10/05/2017 00:38:42 | Callback | localhost1818

10/05/2017 00:38:42 | RenderReport | loadData

10/05/2017 00:38:42 | RenderReport | 0263903841292

10/05/2017 00:38:42 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

10/05/2017 00:38:42 | SyncInvokeGetCsPrintFromWebPart | 0263903841292

10/05/2017 00:38:42 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

10/05/2017 00:38:43 | LoadData | 0263903841292

10/05/2017 00:38:43 | LoadData | données trouve

10/05/2017 00:38:43 | LoadData | Parametre non trouvé

10/05/2017 00:38:44 | data | data trouve data count: 939

10/05/2017 00:38:44 | ExportChemin | ~/Reports/Report/ComptabilisationFac.rdlc | Chemin du fichier rdlc

10/05/2017 00:38:44 | ExportChemin | reportDataSource creer OK,rdlc :ComptabilisationFac

10/05/2017 00:38:44 | ExportChemin | report.DataSources.Add OK

10/05/2017 00:38:44 | Page_Load | RenderReport retour ok

10/05/2017 00:39:06 | RunExportFile | ICI14

10/05/2017 00:39:06 | Page_Load | ICI3

10/05/2017 00:47:11 | SyncInvokesetFromWebPart | 0263904711432

10/05/2017 00:47:12 | Callback | localhost1818

10/05/2017 00:47:12 | RenderReport | loadData

10/05/2017 00:47:12 | RenderReport | 0263904711432

10/05/2017 00:47:13 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

10/05/2017 00:47:13 | SyncInvokeGetCsPrintFromWebPart | 0263904711432

10/05/2017 00:47:13 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

10/05/2017 00:47:13 | LoadData | 0263904711432

10/05/2017 00:47:13 | LoadData | données trouve

10/05/2017 00:47:13 | LoadData | Parametre non trouvé

10/05/2017 00:47:13 | data | data trouve data count: 917

10/05/2017 00:47:13 | ExportChemin | ~/Reports/Report/ComptabilisationFac.rdlc | Chemin du fichier rdlc

10/05/2017 00:47:13 | ExportChemin | reportDataSource creer OK,rdlc :ComptabilisationFac

10/05/2017 00:47:13 | ExportChemin | report.DataSources.Add OK

10/05/2017 00:47:13 | Page_Load | RenderReport retour ok

10/05/2017 00:47:29 | RunExportFile | ICI14

10/05/2017 00:47:29 | Page_Load | ICI3

10/05/2017 00:56:54 | SyncInvokesetFromWebPart | 0263905653646

10/05/2017 00:56:54 | Callback | localhost1818

10/05/2017 00:56:55 | RenderReport | loadData

10/05/2017 00:56:55 | RenderReport | 0263905653646

10/05/2017 00:56:55 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

10/05/2017 00:56:55 | SyncInvokeGetCsPrintFromWebPart | 0263905653646

10/05/2017 00:56:55 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

10/05/2017 00:56:55 | LoadData | 0263905653646

10/05/2017 00:56:55 | LoadData | données trouve

10/05/2017 00:56:55 | LoadData | Parametre non trouvé

10/05/2017 00:56:55 | data | data trouve data count: 1226

10/05/2017 00:56:55 | ExportChemin | ~/Reports/Report/ComptabilisationFac.rdlc | Chemin du fichier rdlc

10/05/2017 00:56:55 | ExportChemin | reportDataSource creer OK,rdlc :ComptabilisationFac

10/05/2017 00:56:55 | ExportChemin | report.DataSources.Add OK

