30/09/2017 11:56:43 | SyncInvokesetFromWebPart | 02639115518613

30/09/2017 11:56:44 | SyncInvokesetFromWebPart | 02639115521866

30/09/2017 11:56:49 | Callback | localhost1818

30/09/2017 11:56:49 | Callback | localhost1818

30/09/2017 11:56:49 | Callback | localhost1818

30/09/2017 11:56:49 | RenderReport | loadData

30/09/2017 11:56:49 | RenderReport | loadData

30/09/2017 11:56:49 | RenderReport | loadData

30/09/2017 11:56:49 | RenderReport | 02639115521866

30/09/2017 11:56:49 | RenderReport | 02639115521850

30/09/2017 11:56:49 | RenderReport | 02639115518613

30/09/2017 11:56:49 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/09/2017 11:56:49 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/09/2017 11:56:49 | SyncInvokeGetCsPrintFromWebPart | 02639115521850

30/09/2017 11:56:49 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/09/2017 11:56:49 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/09/2017 11:56:49 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/09/2017 11:56:49 | LoadData | 02639115521866

30/09/2017 11:56:49 | LoadData | données trouve

30/09/2017 11:56:49 | LoadData | données trouve

30/09/2017 11:56:49 | LoadData | Parametre non trouvé

30/09/2017 11:56:49 | LoadData | Parametre non trouvé

30/09/2017 11:56:49 | LoadData | 02639115518613

30/09/2017 11:56:49 | data | data trouve

30/09/2017 11:56:49 | data | data trouve

30/09/2017 11:56:49 | LoadData | données trouve

30/09/2017 11:56:49 | LoadData | données trouve

30/09/2017 11:56:49 | CreatePDFChemin | ~/Reports/Accueil/DevisExtension.rdlc | Chemin du fichier rdlc

30/09/2017 11:56:49 | CreatePDFChemin | ~/Reports/Accueil/Devis.rdlc | Chemin du fichier rdlc

30/09/2017 11:56:49 | LoadData | Parametre trouvé

30/09/2017 11:56:49 | CreatePDFChemin | Add DataSources ok

30/09/2017 11:56:49 | data | data trouve

30/09/2017 11:56:49 | RunCreationPDF | \\PC\Impression

ContratClient.rdlc | Chemin du fichier rdlc

30/09/2017 11:56:49 | CreatePDFChemin | ~/Reports/Accueil/PrestationClient.rdlc | Chemin du fichier rdlc

30/09/2017 11:56:52 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

30/09/2017 11:56:52 | CreatePDFChemin | Add DataSources ok

30/09/2017 11:56:52 | RunCreationPDF | \\PC\Impression

30/09/2017 11:56:53 | CreatePDFChemin | Une erreur s'est produite lors du traitement du rapport local.

30/09/2017 11:56:53 | Callback | Tentative de définition d'un paramètre de rapport « pPrestataire » qui n'est pas défini dans ce rapport.

30/09/2017 13:57:52 | SyncInvokesetFromWebPart | 02639135735636

30/09/2017 13:57:52 | SyncInvokesetFromWebPart | 02639135752289

30/09/2017 13:57:56 | Callback | localhost1818

30/09/2017 13:57:56 | Callback | localhost1818

30/09/2017 13:57:56 | RenderReport | loadData

30/09/2017 13:57:56 | RenderReport | loadData

30/09/2017 13:57:56 | RenderReport | loadData

30/09/2017 13:57:56 | RenderReport | loadData

30/09/2017 13:57:56 | RenderReport | 02639135752289

30/09/2017 13:57:56 | RenderReport | 02639135735636

30/09/2017 13:57:56 | RenderReport | 02639135752289

30/09/2017 13:57:56 | RenderReport | 02639135752320

30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | 02639135735636

30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | 02639135752320

30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | Lecture OK



30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/09/2017 13:57:56 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

30/09/2017 13:57:56 | LoadData | 02639135752320

30/09/2017 13:57:56 | LoadData | 02639135752289


30/09/2017 13:57:56 | LoadData | 02639135735636

30/09/2017 13:57:56 | LoadData | données trouve

30/09/2017 13:57:56 | LoadData | données trouve

30/09/2017 13:57:56 | LoadData | Parametre non trouvé

30/09/2017 13:57:56 | data | data trouve data count: 3

30/09/2017 13:57:56 | LoadData | Parametre trouvé

30/09/2017 13:57:56 | LoadData | Parametre trouvé

30/09/2017 13:57:56 | data | data trouve

a count: 1

30/09/2017 13:57:56 | data | data trouve

30/09/2017 13:57:56 | Page_Load | RenderReport retour ok

30/09/2017 13:57:56 | CreatePDFChemin | ~/Reports/Accueil/ContratClient.rdlc | Chemin du fichier rdlc



30/09/2017 13:57:56 | RunExportFile | \\PC\Impression|DevisExtension3092017135756|doc

30/09/2017 13:57:58 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

30/09/2017 13:57:58 | CreatePDFChemin | Add DataSources ok

30/09/2017 13:57:58 | CreatePDFChemin | Add DataSources ok

30/09/2017 13:57:58 | ExportChemin | Tentative de définition d'un paramètre de rapport « pTypedemande » qui n'est pas défini dans ce rapport.

30/09/2017 13:57:58 | RunCreationPDF | \\PC\Impression

30/09/2017 13:57:58 | RunCreationPDF | \\PC\Impression

30/09/2017 13:57:58 | Callback | Tentative de définition d'un paramètre de rapport « pTypedemande » qui n'est pas défini dans ce rapport.

30/09/2017 13:57:59 | Page_Load | ICI3

30/09/2017 14:20:52 | SyncInvokesetFromWebPart | 02639142042446

30/09/2017 14:20:52 | SyncInvokesetFromWebPart | 02639142042477

30/09/2017 14:20:52 | SyncInvokesetFromWebPart | 02639141933768

30/09/2017 14:20:53 | Callback | localhost1818

30/09/2017 14:20:53 | Callback | localhost1818

30/09/2017 14:20:53 | Callback | localhost1818

30/09/2017 14:20:53 | RenderReport | loadData

30/09/2017 14:20:53 | RenderReport | loadData

30/09/2017 14:20:53 | RenderReport | loadData

30/09/2017 14:20:53 | RenderReport | 02639142038977

30/09/2017 14:20:53 | RenderReport | 02639141933768

30/09/2017 14:20:53 | RenderReport | 02639142042477

30/09/2017 14:20:54 | RenderReport | 02639142042446

30/09/2017 14:20:54 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

30/09/2017 14:20:54 | SyncInvokeGetCsPrintFromWebPart | 02639142038977

30/09/2017 14:20:54 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

