03/03/2018 00:01:44 | SyncInvokesetFromWebPart | 014850143918

03/03/2018 00:01:44 | Callback | localhost1818

03/03/2018 00:01:44 | RenderReport | loadData

03/03/2018 00:01:44 | RenderReport | 014850143918

03/03/2018 00:01:44 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

03/03/2018 00:01:44 | SyncInvokeGetCsPrintFromWebPart | 014850143918

03/03/2018 00:01:44 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

03/03/2018 00:01:44 | LoadData | 014850143918

03/03/2018 00:01:44 | LoadData | données trouve

03/03/2018 00:01:44 | LoadData | Parametre non trouvé

03/03/2018 00:01:44 | data | data trouve data count: 50

03/03/2018 00:01:44 | Page_Load | RenderReport retour ok

03/03/2018 00:01:44 | RunExportFile | \\PC\Impression|VenteCummulCategorie3320180144|pdf

03/03/2018 00:01:45 | Page_Load | ICI3

03/03/2018 00:03:18 | SyncInvokesetFromWebPart | 014850318392

03/03/2018 00:03:18 | Callback | localhost1818

03/03/2018 00:03:18 | RenderReport | loadData

03/03/2018 00:03:18 | RenderReport | 014850318392

03/03/2018 00:03:18 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

03/03/2018 00:03:18 | SyncInvokeGetCsPrintFromWebPart | 014850318392

03/03/2018 00:03:18 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

03/03/2018 00:03:18 | LoadData | 014850318392

03/03/2018 00:03:18 | LoadData | données trouve

03/03/2018 00:03:18 | LoadData | Parametre non trouvé

03/03/2018 00:03:18 | data | data trouve data count: 53

03/03/2018 00:03:18 | Page_Load | RenderReport retour ok

03/03/2018 00:03:18 | RunExportFile | \\PC\Impression|VenteCummulXls3320180318|xlsx

03/03/2018 00:03:20 | RunExportFile | Générer byte

03/03/2018 00:03:20 | RunExportFile | Initialiser le filsStream

03/03/2018 00:03:20 | RunExportFile | Création du fichier

03/03/2018 00:03:20 | Page_Load | ICI3

03/03/2018 00:07:34 | SyncInvokesetFromWebPart | 014850734119

03/03/2018 00:07:34 | Callback | localhost1818

03/03/2018 00:07:34 | RenderReport | loadData

03/03/2018 00:07:34 | RenderReport | 014850734119

03/03/2018 00:07:34 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

03/03/2018 00:07:34 | SyncInvokeGetCsPrintFromWebPart | 014850734119

03/03/2018 00:07:34 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

03/03/2018 00:07:34 | LoadData | 014850734119

03/03/2018 00:07:34 | LoadData | données trouve

03/03/2018 00:07:34 | LoadData | Parametre trouvé

03/03/2018 00:07:34 | data | data trouve data count: 1

03/03/2018 00:07:34 | Page_Load | RenderReport retour ok

03/03/2018 00:07:34 | RunExportFile | \\PC\Impression|RecapStatFacturationBtFac3320180734|pdf

03/03/2018 00:07:34 | Page_Load | ICI3

03/03/2018 00:08:07 | SyncInvokesetFromWebPart | 01485087589

03/03/2018 00:08:07 | Callback | localhost1818

03/03/2018 00:08:07 | RenderReport | loadData

03/03/2018 00:08:07 | RenderReport | 01485087589

03/03/2018 00:08:07 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

03/03/2018 00:08:07 | SyncInvokeGetCsPrintFromWebPart | 01485087589

03/03/2018 00:08:07 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

03/03/2018 00:08:07 | LoadData | 01485087589

03/03/2018 00:08:07 | LoadData | données trouve

03/03/2018 00:08:07 | LoadData | Parametre non trouvé

03/03/2018 00:08:07 | data | data trouve data count: 46

03/03/2018 00:08:07 | Page_Load | RenderReport retour ok

03/03/2018 00:08:07 | RunExportFile | \\PC\Impression|VenteCummulCategorie332018087|pdf

03/03/2018 00:08:08 | Page_Load | ICI3

