16/05/2017 14:57:28 | SyncInvokesetFromWebPart | 02639145727144

16/05/2017 14:57:39 | Callback | localhost1818

16/05/2017 14:57:39 | RenderReport | loadData

16/05/2017 14:57:40 | RenderReport | 02639145727144

16/05/2017 14:57:40 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

16/05/2017 14:57:40 | SyncInvokeGetCsPrintFromWebPart | 02639145727144

16/05/2017 14:57:40 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

16/05/2017 14:57:40 | LoadData | 02639145727144

16/05/2017 14:57:40 | LoadData | données trouve

16/05/2017 14:57:41 | LoadData | Parametre non trouvé

16/05/2017 14:57:41 | data | data trouve

16/05/2017 14:57:41 | CreatePDFChemin | ~/Reports/Devis/SortieCompteur1.rdlc | Chemin du fichier rdlc

16/05/2017 14:57:41 | CreatePDFChemin | Add DataSources ok

16/05/2017 14:57:41 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

16/05/2017 15:26:37 | SyncInvokesetFromWebPart | 02639152635670

16/05/2017 15:26:42 | Callback | localhost1818

16/05/2017 15:26:42 | RenderReport | loadData

16/05/2017 15:26:42 | RenderReport | 02639152635670

16/05/2017 15:26:42 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

16/05/2017 15:26:42 | SyncInvokeGetCsPrintFromWebPart | 02639152635670

16/05/2017 15:26:42 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

16/05/2017 15:26:43 | LoadData | 02639152635670

16/05/2017 15:26:43 | LoadData | données trouve

16/05/2017 15:26:43 | LoadData | Parametre non trouvé

16/05/2017 15:26:43 | data | data trouve

16/05/2017 15:26:43 | CreatePDFChemin | ~/Reports/Devis/SortieCompteur1.rdlc | Chemin du fichier rdlc

16/05/2017 15:26:43 | CreatePDFChemin | Add DataSources ok

16/05/2017 15:26:43 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

16/05/2017 15:32:13 | SyncInvokesetFromWebPart | 02639153212304

16/05/2017 15:32:14 | Callback | localhost1818

16/05/2017 15:32:14 | RenderReport | loadData

16/05/2017 15:32:14 | RenderReport | 02639153212304

16/05/2017 15:32:14 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

16/05/2017 15:32:14 | SyncInvokeGetCsPrintFromWebPart | 02639153212304

16/05/2017 15:32:14 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

16/05/2017 15:32:14 | LoadData | 02639153212304

16/05/2017 15:32:14 | LoadData | données trouve

16/05/2017 15:32:14 | LoadData | Parametre non trouvé

16/05/2017 15:32:14 | data | data trouve

16/05/2017 15:32:15 | CreatePDFChemin | ~/Reports/Devis/SortieCompteur1.rdlc | Chemin du fichier rdlc

16/05/2017 15:32:15 | CreatePDFChemin | Add DataSources ok

16/05/2017 15:32:15 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

16/05/2017 17:19:41 | SyncInvokesetFromWebPart | 02639171939835

16/05/2017 17:19:45 | Callback | localhost1818

16/05/2017 17:19:45 | RenderReport | loadData

16/05/2017 17:19:45 | RenderReport | 02639171939835

16/05/2017 17:19:46 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

16/05/2017 17:19:46 | SyncInvokeGetCsPrintFromWebPart | 02639171939835

16/05/2017 17:19:46 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

16/05/2017 17:19:46 | LoadData | 02639171939835

16/05/2017 17:19:46 | LoadData | données trouve

16/05/2017 17:19:46 | LoadData | Parametre trouvé

16/05/2017 17:19:46 | data | data trouve

16/05/2017 17:19:47 | CreatePDFChemin | ~/Reports/Report/EtatCompteur.rdlc | Chemin du fichier rdlc

16/05/2017 17:19:49 | CreatePDFChemin | pParametre : System.Collections.Specialized.StringCollection  pParametre : System.Collections.Specialized.StringCollection | Set Parameters

16/05/2017 17:19:49 | CreatePDFChemin | Add DataSources ok

16/05/2017 17:19:49 | RunCreationPDF | \\LAP-SI-GAL-10\Impression

