07/03/2018 10:02:02 | SyncInvokesetFromWebPart | 013121021854

07/03/2018 10:02:07 | Callback | localhost1818

07/03/2018 10:02:07 | RenderReport | loadData

07/03/2018 10:02:07 | RenderReport | 013121021854

07/03/2018 10:02:07 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

07/03/2018 10:02:07 | SyncInvokeGetCsPrintFromWebPart | 013121021854

07/03/2018 10:02:07 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

07/03/2018 10:02:07 | LoadData | 013121021854

07/03/2018 10:02:07 | LoadData | données trouve

07/03/2018 10:02:07 | LoadData | Parametre non trouvé

07/03/2018 10:02:07 | data | data trouve

07/03/2018 10:02:08 | CreatePDFChemin | ~/Reports/Reclamation/FicheDeTravail.rdlc | Chemin du fichier rdlc

07/03/2018 10:02:08 | CreatePDFChemin | Add DataSources ok

07/03/2018 10:02:08 | RunCreationPDF | \\PC\Impression

07/03/2018 11:30:36 | SyncInvokesetFromWebPart | 01312113036403

07/03/2018 11:30:37 | Callback | localhost1818

07/03/2018 11:30:37 | RenderReport | loadData

07/03/2018 11:30:37 | RenderReport | 01312113036403

07/03/2018 11:30:37 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

07/03/2018 11:30:37 | SyncInvokeGetCsPrintFromWebPart | 01312113036403

07/03/2018 11:30:37 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

07/03/2018 11:30:37 | LoadData | 01312113036403

07/03/2018 11:30:37 | LoadData | données trouve

07/03/2018 11:30:37 | LoadData | Parametre non trouvé

07/03/2018 11:30:37 | data | data trouve

07/03/2018 11:30:38 | CreatePDFChemin | ~/Reports/Reclamation/FicheDeTravail.rdlc | Chemin du fichier rdlc

07/03/2018 11:30:38 | CreatePDFChemin | Add DataSources ok

07/03/2018 11:30:38 | RunCreationPDF | \\PC\Impression

