09/03/2018 08:11:36 | SyncInvokesetFromWebPart | 0229981136429

09/03/2018 08:11:41 | Callback | localhost1818

09/03/2018 08:11:41 | RenderReport | loadData

09/03/2018 08:11:41 | RenderReport | 0229981136429

09/03/2018 08:11:41 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

09/03/2018 08:11:41 | SyncInvokeGetCsPrintFromWebPart | 0229981136429

09/03/2018 08:11:41 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

09/03/2018 08:11:41 | LoadData | 0229981136429

09/03/2018 08:11:41 | LoadData | données trouve

09/03/2018 08:11:42 | LoadData | Parametre non trouvé

09/03/2018 08:11:42 | data | data trouve

09/03/2018 08:11:42 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

09/03/2018 08:11:42 | CreatePDFChemin | Add DataSources ok

09/03/2018 08:11:42 | RunCreationPDF | \\PC\Impression

09/03/2018 08:28:58 | SyncInvokesetFromWebPart | 0229982858607

09/03/2018 08:28:58 | Callback | localhost1818

09/03/2018 08:28:58 | RenderReport | loadData

09/03/2018 08:28:58 | RenderReport | 0229982858607

09/03/2018 08:28:58 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

09/03/2018 08:28:58 | SyncInvokeGetCsPrintFromWebPart | 0229982858607

09/03/2018 08:28:58 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

09/03/2018 08:28:58 | LoadData | 0229982858607

09/03/2018 08:28:58 | LoadData | données trouve

09/03/2018 08:28:58 | LoadData | Parametre non trouvé

09/03/2018 08:28:58 | data | data trouve

09/03/2018 08:28:58 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

09/03/2018 08:28:58 | CreatePDFChemin | Add DataSources ok

09/03/2018 08:28:59 | RunCreationPDF | \\PC\Impression

09/03/2018 09:03:27 | SyncInvokesetFromWebPart | 012079327219

09/03/2018 09:03:28 | Callback | localhost1818

09/03/2018 09:03:28 | RenderReport | loadData

09/03/2018 09:03:28 | RenderReport | loadData

09/03/2018 09:03:28 | RenderReport | 012079320942

09/03/2018 09:03:28 | RenderReport | 012079327219

09/03/2018 09:03:28 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

09/03/2018 09:03:28 | SyncInvokeGetCsPrintFromWebPart | 012079320942

09/03/2018 09:03:28 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

09/03/2018 09:03:28 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

09/03/2018 09:03:28 | SyncInvokeGetCsPrintFromWebPart | 012079327219

09/03/2018 09:03:28 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

09/03/2018 09:03:28 | LoadData | 012079327219

09/03/2018 09:03:28 | LoadData | 012079320942

09/03/2018 09:03:28 | LoadData | données trouve

09/03/2018 09:03:28 | LoadData | données trouve

09/03/2018 09:03:28 | LoadData | Parametre trouvé

