04/10/2017 04:10:59 | SyncInvokesetFromWebPart | 0263941059180

04/10/2017 04:11:06 | Callback | localhost1818

04/10/2017 04:11:07 | RenderReport | loadData

04/10/2017 04:11:07 | RenderReport | 0263941059180

04/10/2017 04:11:07 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

04/10/2017 04:11:07 | SyncInvokeGetCsPrintFromWebPart | 0263941059180

04/10/2017 04:11:07 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

04/10/2017 04:11:07 | LoadData | 0263941059180

04/10/2017 04:11:07 | LoadData | données trouve

04/10/2017 04:11:07 | LoadData | Parametre non trouvé

04/10/2017 04:11:07 | data | data trouve

04/10/2017 04:11:07 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

04/10/2017 04:11:07 | CreatePDFChemin | Add DataSources ok

04/10/2017 04:11:07 | RunCreationPDF | \\PC\Impression

04/10/2017 04:13:50 | SyncInvokesetFromWebPart | 026394135063

04/10/2017 04:13:50 | Callback | localhost1818

04/10/2017 04:13:50 | RenderReport | loadData

04/10/2017 04:13:50 | RenderReport | 026394135063

04/10/2017 04:13:50 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

04/10/2017 04:13:50 | SyncInvokeGetCsPrintFromWebPart | 026394135063

04/10/2017 04:13:50 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

04/10/2017 04:13:50 | LoadData | 026394135063

04/10/2017 04:13:50 | LoadData | données trouve

04/10/2017 04:13:50 | LoadData | Parametre non trouvé

04/10/2017 04:13:50 | data | data trouve

04/10/2017 04:13:50 | CreatePDFChemin | ~/Reports/Accueil/AccuseRecption.rdlc | Chemin du fichier rdlc

04/10/2017 04:13:50 | CreatePDFChemin | Add DataSources ok

04/10/2017 04:13:50 | RunCreationPDF | \\PC\Impression

04/10/2017 04:23:05 | SyncInvokesetFromWebPart | 026394235188

04/10/2017 04:23:05 | SyncInvokesetFromWebPart | 026394235138

04/10/2017 04:23:05 | Callback | localhost1818

04/10/2017 04:23:05 | RenderReport | loadData

04/10/2017 04:23:05 | RenderReport | 026394235188

04/10/2017 04:23:05 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

04/10/2017 04:23:05 | SyncInvokeGetCsPrintFromWebPart | 026394235188

04/10/2017 04:23:05 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

04/10/2017 04:23:05 | Callback | localhost1818

04/10/2017 04:23:05 | RenderReport | loadData

04/10/2017 04:23:05 | RenderReport | 026394235138

04/10/2017 04:23:05 | SyncInvokeGetCsPrintFromWebPart | Lecture debut

04/10/2017 04:23:05 | SyncInvokeGetCsPrintFromWebPart | 026394235138

04/10/2017 04:23:05 | SyncInvokeGetCsPrintFromWebPart | Lecture OK

04/10/2017 04:23:05 | LoadData | 026394235188

04/10/2017 04:23:05 | LoadData | données trouve

04/10/2017 04:23:05 | LoadData | Parametre non trouvé

04/10/2017 04:23:05 | data | data trouve data count: 4

04/10/2017 04:23:05 | Page_Load | RenderReport retour ok

04/10/2017 04:23:05 | RunExportFile | \\PC\Impression|Devis41020174235|doc

04/10/2017 04:23:05 | LoadData | 026394235138

04/10/2017 04:23:05 | LoadData | données trouve

04/10/2017 04:23:06 | LoadData | Parametre trouvé

04/10/2017 04:23:06 | data | data trouve

04/10/2017 04:23:06 | CreatePDFChemin | ~/Reports/Accueil/ContratClient.rdlc | Chemin du fichier rdlc

04/10/2017 04:23:07 | CreatePDFChemin | pTypedemande : System.Collections.Specialized.StringCollection  pTypedemande : System.Collections.Specialized.StringCollection | Set Parameters

04/10/2017 04:23:07 | CreatePDFChemin | Add DataSources ok

04/10/2017 04:23:07 | RunCreationPDF | \\PC\Impression

04/10/2017 04:23:09 | Page_Load | ICI3

04/10/2017 04:23:24 | SyncInvokesetFromWebPart | 02639423245


04/10/2017 04:23:24 | Callback | localhost1818

04/10/2017 04:23:24 | RenderReport | loadData

04/10/2017 04:23:24 | RenderReport | 026394232419

